id,displayName,name,craftingCategory,tooltipTypeName,galoisPath,action,isPlaceable,isBlueprint,isBlock,isCollidable,boxSize,collidableSize,description
2937624544642546,???,???,Recipe,,,,false,false,false,false,,,
3258055089624985,???,???,Recipe,,,,false,false,false,false,,,
5309499675453359,???,???,Recipe,,,,false,false,false,false,,,
8975500749224424,???,???,Item,,,,false,false,false,false,,,
8463500975196394,???,???,Recipe,,,,false,false,false,false,,,
1501544424768410,???,???,Recipe,,,,false,false,false,false,,,
1534621126189556,???,???,Recipe,,,,false,false,false,false,,,
2608235726361039,???,???,Recipe,,,,false,false,false,false,,,
1534621126189700,???,???,Item,,,,false,false,false,false,,,
8975500749224421,???,???,Item,,,,false,false,false,false,,,
821404751871728,???,???,Recipe,,,,false,false,false,false,,,
3172606944300963,???,???,Item,,,,false,false,false,false,,,
4537020877770033,???,???,Item,,,,false,false,false,false,,,
4537020877769874,???,???,Recipe,,,,false,false,false,false,,,
1419541769170767,???,???,Recipe,,,,false,false,false,false,,,
5190974828717287,???,???,Recipe,,,,false,false,false,false,,,
4537020877769895,???,???,Recipe,,,,false,false,false,false,,,
4537020877769901,???,???,Item,,,,false,false,false,false,,,
6161913834898737,???,???,Recipe,,,,false,false,false,false,,,
8493821284829160,???,???,Recipe,,,,false,false,false,false,,,
4657613018350789,???,???,Recipe,,,,false,false,false,false,,,
4537020877770030,???,???,Item,,,,false,false,false,false,,,
7539420629350333,???,???,Recipe,,,,false,false,false,false,,,
140,???,???,Item,,,,false,false,false,false,,,
7251377687835918,???,???,Recipe,,,,false,false,false,false,,,
7520814984798826,???,???,Recipe,,,,false,false,false,false,,,
3982986129031422,???,???,Recipe,,,,false,false,false,false,,,
6469251518902538,???,???,Recipe,,,,false,false,false,false,,,
8733627370112916,???,???,Recipe,,,,false,false,false,false,,,
5973100997644094,???,???,Item,,,,false,false,false,false,,,
1572521513226834,???,???,Recipe,,,,false,false,false,false,,,
7539420629350087,???,???,Recipe,,,,false,false,false,false,,,
4859518716591561,???,???,Item,,,,false,false,false,false,,,
3567460067466840,???,???,Recipe,,,,false,false,false,false,,,
922702149970094,???,???,Item,,,,false,false,false,false,,,
3597780377099117,???,???,Recipe,,,,false,false,false,false,,,
3974716953673260,???,???,Item,,,,false,false,false,false,,,
1534621126189439,???,???,Recipe,,,,false,false,false,false,,,
1534621126189544,???,???,Recipe,,,,false,false,false,false,,,
4537020877769889,???,???,Recipe,,,,false,false,false,false,,,
4537020877770042,???,???,Recipe,,,,false,false,false,false,,,
7539420629350096,???,???,Recipe,,,,false,false,false,false,,,
8163743368601008,???,???,Recipe,,,,false,false,false,false,,,
6148820973920480,???,???,Recipe,,,,false,false,false,false,,,
1534621126189538,???,???,Recipe,,,,false,false,false,false,,,
8069336949972140,???,???,Recipe,,,,false,false,false,false,,,
150912450222301,???,???,Recipe,,,,false,false,false,false,,,
2069361132441967,???,???,Recipe,,,,false,false,false,false,,,
1534621126189541,???,???,Recipe,,,,false,false,false,false,,,
3563325479789679,???,???,Recipe,,,,false,false,false,false,,,
4537020877769892,???,???,Recipe,,,,false,false,false,false,,,
3551610814704673,???,???,Recipe,,,,false,false,false,false,,,
626390033102677,???,???,Item,,,,false,false,false,false,,,
8905212758717493,???,???,Recipe,,,,false,false,false,false,,,
178476368070449,???,???,Recipe,,,,false,false,false,false,,,
7539420629349919,???,???,Drink Buffs,,,,false,false,false,false,,,
7539420629350357,???,???,Item,,,,false,false,false,false,,,
1534621126189427,???,???,Item,,npcs/doc,,false,false,false,false,,,
1534621126189562,???,???,Recipe,,,,false,false,false,false,,,
7539420629350360,???,???,Item,,,,false,false,false,false,,,
3448935220721357,???,???,Recipe,,,,false,false,false,false,,,
662223126300101,???,???,Recipe,,,,false,false,false,false,,,
4776137865096377,???,???,Recipe,,,,false,false,false,false,,,
1534621126189484,???,???,Recipe,,,,false,false,false,false,,,
2306410825926888,???,???,Recipe,,,,false,false,false,false,,,
2001829533707081,???,???,Recipe,,,,false,false,false,false,,,
3231869367669185,???,???,Recipe,,,,false,false,false,false,,,
4537020877769865,???,???,Recipe,,,,false,false,false,false,,,
4727901008862682,???,???,Recipe,,,,false,false,false,false,,,
4537020877769709,???,???,Buffs,,,,false,false,false,false,,,
8975500749224433,???,???,Item,,,,false,false,false,false,,,
5835970506347410,???,???,Recipe,,,,false,false,false,false,,,
3278728028013694,???,???,Item,,,,false,false,false,false,,,
6044078086098792,???,???,Recipe,,,,false,false,false,false,,,
1534621126189559,???,???,Recipe,,,,false,false,false,false,,,
3163648670998598,???,???,Item,,,,false,false,false,false,,,
8030058367038461,???,???,Recipe,,,,false,false,false,false,,,
732511116855413,???,???,Item,,,,false,false,false,false,,,
1534621126189259,???,???,Debuffs,,,,false,false,false,false,,,
4059476001056466,???,???,Item,,,,false,false,false,false,,,
4240708760905115,???,???,Item,,,,false,false,false,false,,,
1448483882911386,???,???,Recipe,,,,false,false,false,false,,,
4537020877770027,???,???,Item,,,,false,false,false,false,,,
2123799870184748,???,???,Recipe,,,,false,false,false,false,,,
3163648670998595,???,???,Item,,,,false,false,false,false,,,
5504514394234011,???,???,Recipe,,,,false,false,false,false,,,
7518747690960916,???,???,Recipe,,,,false,false,false,false,,,
5474194084594120,???,???,Recipe,,,,false,false,false,false,,,
3029274571486466,???,???,Recipe,,,,false,false,false,false,,,
8908658248438139,???,???,Recipe,,,,false,false,false,false,,,
5980681075049041,???,???,Recipe,,,,false,false,false,false,,,
8098279063715444,???,???,Item,,,,false,false,false,false,,,
7539420629350366,???,???,Item,,,,false,false,false,false,,,
90960928903306,???,???,Recipe,,,,false,false,false,false,,,
7250688589893899,???,???,Item,,,,false,false,false,false,,,
5702974602737559,???,???,Recipe,,,,false,false,false,false,,,
1990114868622189,???,???,Recipe,,,,false,false,false,false,,,
6402409018121293,???,???,Recipe,,,,false,false,false,false,,,
321119642937506,???,???,Recipe,,,,false,false,false,false,,,
5973100997644106,???,???,Item,,,,false,false,false,false,,,
4033290279096271,???,???,Recipe,,,,false,false,false,false,,,
8975500749224427,???,???,Item,,,,false,false,false,false,,,
6667022629461094,???,???,Recipe,,,,false,false,false,false,,,
7539420629350267,???,???,Recipe,,,,false,false,false,false,,,
2905236941171537,???,???,Recipe,,,,false,false,false,false,,,
7539420629350363,???,???,Item,,,,false,false,false,false,,,
7729611662496631,???,???,Recipe,,,,false,false,false,false,,,
8293982880438190,???,???,Recipe,,,,false,false,false,false,,,
5962764528448136,???,???,Recipe,,,,false,false,false,false,,,
8975500749224430,???,???,Item,,,,false,false,false,false,,,
8751543916714418,???,???,Recipe,,,,false,false,false,false,,,
3060973077017163,???,???,Recipe,,,,false,false,false,false,,,
8783931520178119,???,???,Recipe,,,,false,false,false,false,,,
1426432748637232,???,???,Recipe,,,,false,false,false,false,,,
7275496115953286,???,???,Recipe,,,,false,false,false,false,,,
3552299912650784,???,???,Recipe,,,,false,false,false,false,,,
4537020877770039,???,???,Item,,,,false,false,false,false,,,
4086350820952980,???,???,Recipe,,,,false,false,false,false,,,
6281127779594024,???,???,Item,,,,false,false,false,false,,,
1534621126189547,???,???,Recipe,,,,false,false,false,false,,,
4537020877769871,???,???,Recipe,,,,false,false,false,false,,,
8570311156857612,???,???,Recipe,,,,false,false,false,false,,,
7539420629350219,???,???,Recipe,,,,false,false,false,false,,,
1534621126189568,???,???,Recipe,,,,false,false,false,false,,,
647752069434983,???,???,Item,,,,false,false,false,false,,,
4537020877769589,???,???,Food Buffs,,,,false,false,false,false,,,
3784525920527466,???,???,Recipe,,,,false,false,false,false,,,
1534621126189553,???,???,Recipe,,,,false,false,false,false,,,
7274117920061241,???,???,Recipe,,,,false,false,false,false,,,
7539420629350195,???,???,Recipe,,,,false,false,false,false,,,
2970701246063779,???,???,Item,,,,false,false,false,false,,,
3710792440276546,???,???,Recipe,,,,false,false,false,false,,,
3811400740420524,???,???,Recipe,,,,false,false,false,false,,,
1534621126189697,???,???,Item,,,,false,false,false,false,,,
1701382829165482,???,???,Recipe,,,,false,false,false,false,,,
4537020877769883,???,???,Recipe,,,,false,false,false,false,,,
1959105461043696,???,???,Recipe,,,,false,false,false,false,,,
4335115179530638,???,???,Recipe,,,,false,false,false,false,,,
5215093256824107,???,???,Recipe,,,,false,false,false,false,,,
5482463259956995,???,???,recipe,,,,false,false,false,false,,,Convert deprecated purple mushrooms to muckshrooms
7539420629349910,???,???,Recipe,,,,false,false,false,false,,,
1462265841838292,???,???,Recipe,,,,false,false,false,false,,,
1268629318953897,???,???,Recipe,,,,false,false,false,false,,,
5574802384741974,??????????,??????????,Item,,,,false,false,false,false,,,"You can let Jackie know we're making good progress! Maybe don't mention the pick thing, hah!"
7407802921630496,(Deprecated) Mushroom Kingdom,(Deprecated) Mushroom Kingdom,Item,,,,false,false,false,false,,,
5488665141468139,A Good Day To Dye,A Good Day To Dye,Item,,,,false,false,false,false,,,
7397466452428643,A Good Sign,A Good Sign,Item,,,,false,false,false,false,,,These frames are something I like to make when things are slow out here! They’re not much but they really help make your campsite feel like your own! 
7285832585148644,ADMIN — Green Thumb,ADMIN — Green Thumb,Item,,,,false,false,false,false,,,If we work together we can breathe life back into this place. Go ahead and fill one of these planters with that grass you've got...
6782791084425085,ADMIN — Tree is Company,ADMIN — Tree is Company,Item,,,,false,false,false,false,,,These gardens are as much yours as they are mine! Pick whichever seed you'd like and plant it.
4537020877769898,Admin Axe,Admin Axe,Tools,Admin Tool,,destroy,false,false,false,false,,,
4537020877769745,Admin Beamer,Admin Beamer,Tools,Shaping,items/slabber_silver,shape,false,false,false,false,,,
1600085431082299,Admin Builder's Hat,Admin Builder's Hat,Hat,Hat,,,false,false,false,false,,,
4537020877769820,Admin Cornerer,Admin Cornerer,Tools,Shaping Tool,items/stepper_stone,shape,false,false,false,false,,,
3318006610950421,Admin Fish Meter,Admin Fish Meter,Tools,Fish Meter,items/nega_wand,fishMeter,false,false,false,false,,,
4537020877769823,Admin Framer,Admin Framer,Tools,Shaping Tool,items/stepper_stone,shape,false,false,false,false,,,
4033290279105049,Admin Hoe,Admin Hoe,Tools,,items/wooden_hoe,till,false,false,false,false,,,
7539420629350153,Admin Inseter,Admin Inseter,Tool,Shaping Tool,items/stepper_stone,shape,false,false,false,false,,,
1534621126189490,Admin Knobber,Admin Knobber,Tool,Shaping Tool,items/stepper_stone,shape,false,false,false,false,,,
7539420629350156,Admin Logger,Admin Logger,Tool,Shaping Tool,items/stepper_stone,shape,false,false,false,false,,,
1534621126189487,Admin Outseter,Admin Outseter,Tool,Shaping Tool,items/stepper_stone,shape,false,false,false,false,,,
1534621126189496,Admin Pather,Admin Pather,Tool,Shaping Tool,items/stepper_stone,shape,false,false,false,false,,,
7539420629350150,Admin Pegger,Admin Pegger,Tool,Shaping Tool,items/stepper_stone,shape,false,false,false,false,,,
5424579032474707,Admin Robot,Admin Robot,Objects,,npcs/helping_robot,placeRobot,true,false,false,false,"[1,1.5,1]",,
1534621126189493,Admin Slicer,Admin Slicer,Tool,Shaping Tool,items/stepper_stone,shape,false,false,false,false,,,
4537020877769817,Admin Stooler,Admin Stooler,Tool,Shaping Tool,items/stepper_stone,shape,false,false,false,false,,,
5608568184106756,Admin Straw Hat,Admin Straw Hat,Hats,Hat,,,false,false,false,false,,,
7539420629350075,Admin Stubber,Admin Stubber,Tool,Shaping Tool,items/stepper_stone,shape,false,false,false,false,,,
1305840608055756,Admin Swimfin,Admin Swimfin,Feet,Feet,,,false,false,false,false,,,
4537020877769736,Admin Tracker,Admin Tracker,Tool,Shaping,items/fencer_silver,shape,false,false,false,false,,,
4537020877769826,Admin Waller,Admin Waller,Tool,Shaping Tool,items/stepper_stone,shape,false,false,false,false,,,
7539420629350147,Admin Windower,Admin Windower,Tool,Shaping Tool,items/stepper_stone,shape,false,false,false,false,,,
1571143317340792,Advanced Network Tower,Advanced Network Tower,Communications,Communications,placeables/network_tower,place,true,false,false,false,"[3,6,3]",,
273571884706028,Ajiri's Frog Hat,Ajiri's Frog Hat,Wearable,Hat,,,false,false,false,false,,,
6576750798562769,Ajiri's Froggy,Ajiri's Froggy,Item,,,,false,false,false,false,,,
6009623188797676,Algae,Algae,Block,Block,florae/algae,place,false,false,true,true,,,
3983675226965866,All in a Day's Work,All in a Day's Work,Item,,,,false,false,false,false,,,"I thinky-dink a sturdy Workbench at camp will be much needed when you’re on your adventures! Go pick some blue blossoms, press some paper, and it'll be up and running in no time!!"
1582168884469283,An Old Soul,An Old Soul,Item,,,,false,false,false,false,,,The mountains around here are quite treacherous this time of year. Ol' Coop makes sure nothing that’s brewing up there gets too close to the city. I think they could use your help!
1534621126189718,Androgenous,Androgenous,Wearable,,,,false,false,false,false,,,
1716542983985195,Anette <Fish Buyer>,Anette <Fish Buyer>,Item,,npcs/ranger_jane,,false,false,false,false,"[1,2,1]",,
6321095460477987,Angler Wrangler,Angler Wrangler,Item,,,,false,false,false,false,,,
65464304897922,Angler's Table,Angler's Table,Crafting Station,Crafting Station,,place,true,false,false,false,"[2,2,3]",,
7539420629350051,Any Kind of Stone,Any Kind of Stone,Block,Stone,blocks/stone,place,false,false,true,false,,,
8081740713011027,Arbre Acrobatics,Arbre Acrobatics,Item,,,,false,false,false,false,,,
4537020877769721,Arcade Machine,Arcade Machine,Crafting Station,,placeables/arcade_machine,place,true,false,false,false,"[1,2,1]",,
7934273752526344,Architect's Pendant,Architect's Pendant,Neck,Neck,,,false,false,false,false,,,
6528513942282700,Are You A Cat Person?,Are You A Cat Person?,Item,,,,false,false,false,false,,,
2874227533596773,Arena Marker,Arena Marker,Minigame,,placeables/minigames/bbox_marker,place,true,false,false,false,"[1,1,1]",,
4537020877770072,Arrow Through Head,Arrow Through Head,Hats,Ears,,,false,false,false,false,,,
4739615673952779,Asio's Carrot Soup Notes,Asio's Carrot Soup Notes,Materials,Notes,items/paper_written,,false,false,false,false,,,
7539420629350060,Asphalt,Asphalt,Stone,Stone,blocks/asphalt,place,false,false,true,false,,,
2509694720108407,Astrah's Mushroom,Astrah's Mushroom,Item,,,,false,false,false,false,,,
1849538887644675,Astrah's Mushroom Hat,Astrah's Mushroom Hat,Wearable,Hat,,,false,false,false,false,,,
4537020877769619,Aviator Glasses,Aviator Glasses,Face,Face,,,false,false,false,false,,,
8505535949917847,Aviator Hat,Aviator Hat,Hats,Hat,,,false,false,false,false,,,
1534621126189775,Azalea,Azalea,Block,Flower,florae/azalea_flower,place,false,false,true,false,,,
7539420629350426,Azalea Petal,Azalea Petal,Materials,Dye,items/azalea_petal,,false,false,false,false,,,
1534621126189370,Azalea Seed,Azalea Seed,Seeds,,,plant,false,false,false,false,,,
7910155324407911,Azalea Seed,Azalea Seed,Recipe,Seed Recipe,,,false,false,false,false,,,
2511072915985617,B-01 Camera,B-01 Camera,Cameras,Tool Recipe,,,false,false,false,false,,,
7539420629350492,B-01 Camera,B-01 Camera,Cameras,Camera,items/camera,photo,false,false,false,false,,,
5061424414825016,Baa,Baa,Item,,npcs/sheep,,false,false,false,false,"[1,0.8,1]",,
1534621126189823,Backwards Cap,Backwards Cap,Hats,Hat,,,false,false,false,false,,,
2356714976003770,Bagged,Bagged,Item,,,,false,false,false,false,,,
7539420629350450,Baggy Pants,Baggy Pants,Bottoms,Bottoms,,,false,false,false,false,,,
7697913156978978,Baked Fish,Baked Fish,Food,Food,,eat,false,false,false,false,,,
4244843348583062,Ball Is Life,Ball Is Life,Item,,,,false,false,false,false,,,
4537020877769727,Bamboo Bush,Bamboo Bush,Block,Block,florae/bamboo_bush,place,false,false,true,true,,,
8091388084258471,Banana,Banana,Fruit,Banana,,eat,false,false,false,false,,,
1534621126189361,Banana Seed,Banana Seed,Item,,items/seed_generic,plant,false,false,false,false,,,
3787971410255810,Bandana Around Neck,Bandana Around Neck,Outerwear,,,,false,false,false,false,,,
4537020877769985,Bangs,Bangs,Hair,Hair,,,false,false,false,false,,,
1534621126189667,Basalt,Basalt,Item,Stone,blocks/basalt,place,false,false,true,false,,,
4537020877770024,Basalt Brick,Basalt Brick,Blocks,Stone,blocks/basalt_brick,place,false,false,true,false,,,
7003302427212357,Basalt of the Earth,Basalt of the Earth,Item,,,,false,false,false,false,,,
7539420629350342,Basalt Shingles,Basalt Shingles,Blocks,Stone,blocks/basalt_shingles,place,false,false,true,false,,,
5044886064109325,Basecamp,Basecamp,Item,,,,false,false,false,false,,,Your Campsite is your home away from home. It’s simple-dimple to set up and you can pack it and move-diddly-oove it whenever you’d like. Oh yeah! And whatever you build on top of it is protected from others. Let me show you...
4902242789258042,Battery Not Included,Battery Not Included,Item,,,,false,false,false,false,,,
4537020877770150,Beanie,Beanie,Hats,Hat,,,false,false,false,false,,,
4537020877770051,Beard,Beard,Face,Face,,,false,false,false,false,,,
1534621126189847,Bedrock,Bedrock,Block,,blocks/bedrock,place,false,false,true,false,,,
6347281182432905,Beet It,Beet It,Item,,,,false,false,false,false,,,
7539420629349958,Bell Bottoms,Bell Bottoms,Bottoms,Bottoms,,,false,false,false,false,,,
7539420629350432,Bellflower,Bellflower,Block,Flower,florae/bell_flower,place,false,false,true,false,,,
1534621126189577,Bellflower Petal,Bellflower Petal,Materials,Dye,items/bellflower_petal,,false,false,false,false,,,
7112179902712580,Bellflower Seed,Bellflower Seed,Recipe,Seed Recipe,,,false,false,false,false,,,
7539420629350027,Bellflower Seed,Bellflower Seed,Seeds,,items/seed_bellflower,plant,false,false,false,false,,,
4750641241092382,Bench Test,Bench Test,Item,,,,false,false,false,false,,,
4537020877769649,Big Bow Ribbon,Big Bow Ribbon,Hats,Hat,,,false,false,false,false,,,
4537020877769685,Bigeye Tuna,Bigeye Tuna,Item,,items/fish/bigeye_tuna,eat,false,false,false,false,,,
7917046303869165,BigMuc,BigMuc,Food,Food,,eat,false,false,false,false,,,
7539420629350081,Bikkie Wand,Bikkie Wand,Tools,Bikkie Wand,items/nega_wand,bikkie,false,false,false,false,,,
4155260615577796,Billy's Pick,Billy's Pick,Tools,Tool,items/pickaxe_stone,destroy,false,false,false,false,,,
4537020877769910,Bio-Tex,Bio-Tex,Materials,Fabric,items/zone_tex,,false,false,false,false,,,
567816707675895,Biomes Bot,Biomes Bot,Objects,,npcs/helping_robot,placeRobot,true,false,false,false,"[1,1.5,1]",,
7539420629350177,Biomes Dev Badge,Biomes Dev Badge,Item,,,,false,false,false,false,,,
4310307653473645,Biomes Quest Bot,Biomes Quest Bot,Objects,,npcs/helping_robot,placeRobot,true,false,false,false,"[1,1.5,1]",,
7539420629350135,Birch Door,Birch Door,Objects,Door,placeables/doors/birch_door,place,true,false,false,false,"[0.2,2,1]",,
1534621126189778,Birch Leaf,Birch Leaf,Materials,Foliage,florae/birch_leaf,place,false,false,true,true,,,
1534621126189694,Birch Log,Birch Log,Blocks,Wood,blocks/birch_log,place,false,false,true,false,,,
7539420629350351,Birch Lumber,Birch Lumber,Blocks,Wood,blocks/birch_lumber,place,false,false,true,false,,,
29631211699655,Birch Seed,Birch Seed,Recipe,Seed Recipe,,,false,false,false,false,,,
1534621126189373,Birch Seed,Birch Seed,Tree Seeds,,items/seed_tree_birch,plant,false,false,false,false,,,
3840342854166198,Birch Tree,Birch Tree,Block,Block,florae/birch_sapling,place,false,false,true,false,,,
2067293850511,Bird Watching,Bird Watching,Item,,,,false,false,false,false,,,
1031579625468094,biscuit:1031579625468094,biscuit:1031579625468094,Item,,,,false,false,false,false,,,
1207299601747531,biscuit:1207299601747531,biscuit:1207299601747531,Item,,,,false,false,false,false,,,
1234863519597047,biscuit:1234863519597047,biscuit:1234863519597047,Item,,,,false,false,false,false,,,
2149296494197488,biscuit:2149296494197488,biscuit:2149296494197488,Item,,,,false,false,false,false,,,
2220273582656248,biscuit:2220273582656248,biscuit:2220273582656248,Item,,,,false,false,false,false,,,
2605479334583324,biscuit:2605479334583324,biscuit:2605479334583324,Item,,,,false,false,false,false,,,
4530818996257572,biscuit:4530818996257572,biscuit:4530818996257572,Item,,,,false,false,false,false,,,
5588584343666330,biscuit:5588584343666330,biscuit:5588584343666330,Item,,,,false,false,false,false,,,
5689192643814067,biscuit:5689192643814067,biscuit:5689192643814067,Item,,,,false,false,false,false,,,
6297666130306430,biscuit:6297666130306430,biscuit:6297666130306430,Item,,,,false,false,false,false,,,
